hours-per-week,age,capital-gain,capital-loss,workclass,education-num,marital-status,race,gender,income,occupation
59,9,0,0,5,8,2,4,1,0,4
78,21,0,0,4,8,0,4,1,1,12
29,17,0,0,4,9,0,4,0,0,1
39,9,0,0,4,6,5,2,1,0,3
39,15,0,0,4,8,4,4,1,0,3
95,24,0,0,0,11,2,4,1,0,0
39,20,0,0,4,9,2,4,1,1,3
24,0,0,0,4,6,4,4,1,0,8
39,19,95,0,4,9,2,4,1,2,4
39,23,0,0,4,9,2,4,1,2,10
44,23,0,0,6,9,2,4,1,1,3
39,1,0,0,4,6,4,4,0,0,12
39,44,0,0,4,8,2,4,1,1,7
29,64,0,0,6,8,2,4,1,0,4
51,20,0,0,4,8,2,4,1,1,14
31,28,0,0,4,8,0,4,0,0,1
29,2,0,0,0,9,2,4,0,0,0
44,14,0,0,4,8,0,4,1,1,3
39,16,0,0,4,8,4,4,1,0,10
39,4,0,0,4,9,4,4,1,0,7
39,16,0,0,4,8,2,4,1,1,7
39,28,0,0,4,12,4,4,0,2,10
15,47,0,0,4,2,6,2,0,0,8
29,7,0,0,4,8,0,4,0,0,12
39,3,0,0,4,8,2,4,0,0,8
43,12,0,0,4,6,2,4,1,1,3
44,21,0,0,4,8,2,4,1,1,14
49,30,0,0,4,8,2,4,1,1,7
39,31,0,0,7,13,0,4,1,2,10
59,10,0,0,7,12,4,2,0,1,10
39,15,0,0,4,5,0,4,1,0,3
29,9,0,0,4,5,0,4,0,0,6
51,24,0,0,4,12,4,4,1,1,1
39,2,0,0,4,6,4,4,1,0,6
34,6,0,0,4,9,2,4,0,0,12
39,12,0,0,4,12,2,4,1,1,4
39,11,0,0,4,8,2,4,1,1,7
39,33,0,0,4,8,6,4,0,0,12
39,15,0,0,4,12,2,4,1,1,10
39,11,0,0,6,8,2,4,0,1,12
9,21,0,0,4,8,2,4,0,1,8
1,55,0,0,0,8,2,4,0,0,0
39,23,0,0,4,12,2,4,1,2,12
39,39,0,0,4,8,0,4,0,0,1
39,29,68,0,4,8,2,2,1,1,3
39,24,0,0,4,9,2,4,1,2,3
39,15,0,0,4,8,0,4,1,1,3
39,27,0,26,7,9,0,2,0,1,1
39,12,0,0,4,8,4,4,1,0,6
39,20,0,0,4,3,2,4,1,1,3
69,12,0,0,6,12,2,4,1,2,12
23,27,0,0,4,13,2,4,0,2,4
44,43,0,0,4,8,2,4,1,1,14
39,11,0,0,4,8,4,4,1,1,3
39,16,0,0,4,8,2,4,1,1,7
49,24,70,0,4,12,2,4,1,2,4
54,12,0,0,4,12,2,4,1,2,12
59,20,0,0,5,14,2,4,1,2,10
29,34,0,0,4,9,4,4,1,0,14
59,17,0,0,4,8,2,4,1,2,4
49,2,0,0,4,8,4,4,1,0,12
29,24,0,0,4,12,5,4,0,0,12
39,18,0,0,4,8,0,4,0,1,1
49,29,0,55,4,9,2,4,1,2,10
39,2,0,0,7,9,4,4,0,0,8
19,0,0,0,4,5,4,4,0,0,12
44,23,0,0,4,8,2,4,1,2,7
44,3,0,0,4,8,4,4,1,1,6
23,56,0,0,6,8,6,4,1,0,3
44,18,0,0,4,8,2,4,1,2,3
55,25,0,0,6,9,2,4,1,2,6
24,6,0,0,4,9,4,4,0,0,8
39,7,0,0,4,9,4,4,1,0,3
29,4,0,0,4,9,4,4,0,0,4
59,4,0,0,4,8,3,4,0,1,4
39,7,0,0,4,12,4,4,0,1,8
29,7,0,0,4,9,4,4,1,0,8
34,8,0,0,4,12,4,4,1,0,4
34,7,0,0,4,9,4,4,1,0,8
39,9,0,0,4,8,3,4,1,0,11
39,7,0,0,4,8,4,3,1,0,11
45,20,0,0,4,8,2,4,1,2,4
59,20,0,0,4,8,2,4,1,2,3
48,16,0,0,4,6,2,4,1,1,3
35,18,0,0,4,9,0,4,0,0,12
44,44,56,0,4,2,2,4,1,1,6
39,15,0,0,4,8,0,4,0,0,8
39,9,0,0,4,8,4,4,1,0,7
55,19,112,0,4,8,2,4,1,2,3
49,8,0,0,2,12,4,4,0,2,10
78,9,0,0,4,10,2,4,1,1,6
39,44,0,0,2,8,2,4,1,1,6
39,39,0,0,4,8,2,4,1,1,7
24,1,0,0,4,9,4,4,0,0,8
54,24,0,0,4,9,0,4,0,1,1
39,16,0,0,6,11,0,4,1,0,12
39,17,0,0,4,8,0,4,1,0,14
39,44,0,0,4,6,6,4,0,0,7
69,14,0,0,4,12,5,4,0,1,4
34,22,0,0,4,8,4,2,1,0,13
39,16,0,0,4,8,4,2,0,0,7
59,29,0,0,4,9,0,4,1,1,12
29,2,0,0,4,9,4,4,1,0,12
39,8,0,0,4,13,2,4,1,1,4
59,40,98,0,4,9,2,4,1,2,10
34,4,0,0,4,9,4,4,1,0,6
47,32,0,0,4,12,2,2,1,0,7
39,22,0,0,4,8,2,2,1,0,3
54,34,0,0,6,9,2,4,1,1,3
19,6,0,54,4,11,4,4,0,0,1
39,25,0,0,5,9,2,4,1,2,4
39,0,0,0,0,5,4,4,1,0,0
39,43,0,0,0,8,4,4,0,0,0
39,16,0,0,4,9,5,4,0,0,1
39,9,0,0,4,8,2,2,0,1,7
39,25,0,0,4,8,2,2,1,1,6
44,20,0,51,4,8,2,4,1,2,4
42,21,0,0,4,9,2,4,1,2,3
39,18,0,0,4,8,2,4,1,1,3
39,33,63,0,6,15,2,4,1,1,10
39,16,0,0,4,8,0,4,0,0,4
70,25,0,0,2,9,2,4,1,2,11
63,1,0,0,4,8,4,4,1,0,12
16,57,0,0,1,8,6,4,1,0,8
44,11,0,0,4,9,2,4,1,1,3
39,44,0,32,4,3,2,4,1,1,14
39,14,0,0,2,8,2,4,1,2,11
39,39,0,50,4,9,2,4,1,2,4
39,40,0,0,1,9,0,4,1,1,1
39,28,0,0,2,11,2,4,1,1,6
39,3,0,0,4,9,4,4,0,0,6
49,21,0,0,4,13,2,4,1,2,4
39,42,0,0,7,15,2,4,1,2,10
29,9,0,0,6,12,4,4,1,1,10
49,40,0,0,4,9,0,4,0,2,4
39,18,0,0,4,8,0,4,1,1,10
4,56,0,0,0,12,2,1,1,0,0
37,30,0,0,4,8,2,4,0,2,12
39,38,0,0,4,8,0,4,0,0,9
39,29,95,0,6,8,2,4,0,2,12
24,37,0,0,6,12,4,4,1,0,4
39,20,0,0,4,9,0,4,0,1,13
39,12,110,0,4,10,0,2,1,2,13
39,15,0,0,4,9,4,4,1,1,3
39,14,0,0,4,8,4,4,0,0,1
39,21,0,0,4,5,2,4,1,1,8
54,26,0,0,6,6,2,4,1,1,3
19,6,0,0,4,9,4,4,0,0,1
44,20,0,0,4,12,2,4,1,2,13
64,18,0,55,4,12,2,4,1,2,12
54,22,122,0,4,15,2,4,1,2,10
39,15,0,0,4,9,2,4,1,2,3
54,26,0,0,5,8,2,4,1,2,12
39,20,42,0,6,5,2,4,0,0,8
39,33,0,0,4,12,0,4,1,0,8
39,43,0,0,0,8,0,4,0,1,0
39,4,0,0,4,9,4,4,0,0,1
39,7,0,0,4,8,4,4,1,0,6
44,12,0,0,4,8,4,4,0,1,4
39,5,0,0,4,8,2,4,0,1,12
34,24,0,0,4,4,0,4,0,0,8
39,28,0,0,4,11,0,4,1,1,4
29,49,31,0,6,11,2,4,1,1,3
54,8,0,0,4,9,4,4,1,1,14
39,43,0,0,4,5,6,4,0,1,13
39,22,0,0,4,9,4,4,1,1,3
39,43,0,0,5,9,2,4,1,2,4
43,36,0,0,4,12,2,4,1,2,3
47,33,0,40,2,9,2,4,1,1,1
43,5,0,0,4,9,2,0,0,1,1
39,9,0,57,4,13,4,4,0,0,10
39,31,0,0,4,12,2,2,1,2,12
39,3,0,0,2,9,4,4,1,0,8
39,3,0,0,4,8,4,4,1,0,12
49,27,9,0,4,11,4,2,0,1,10
39,6,0,57,4,8,4,2,1,0,1
43,51,0,0,4,4,2,2,1,1,3
24,17,0,0,2,0,4,2,0,0,1
39,17,0,0,4,8,4,2,1,1,13
39,4,28,0,4,8,4,2,1,0,6
49,3,63,0,4,8,2,4,1,1,1
49,20,0,0,4,8,0,4,1,1,3
39,29,0,0,2,8,0,4,0,1,10
39,14,0,0,4,9,2,4,1,1,14
42,14,0,0,4,8,2,4,1,2,3
44,28,0,67,4,8,2,4,1,1,14
11,1,0,0,4,8,4,4,1,0,6
39,38,0,0,4,9,6,4,0,0,1
47,13,0,0,4,12,4,4,1,1,7
44,18,0,0,4,8,4,4,1,0,12
44,22,1,0,4,9,0,4,0,0,1
39,23,0,0,4,12,2,4,1,1,4
39,12,0,0,4,12,2,4,1,1,1
39,24,0,0,4,9,5,4,1,0,6
49,56,0,66,4,9,2,4,1,2,10
44,50,0,0,5,8,2,4,1,1,4
49,48,0,0,6,11,6,4,0,2,10
15,48,0,0,6,13,2,4,1,1,10
19,6,0,0,4,9,4,4,1,0,4
39,3,0,0,4,8,4,4,0,0,4
39,37,0,0,4,12,2,4,1,2,1
19,2,0,0,4,9,4,4,1,0,7
44,19,0,0,4,12,2,1,1,1,10
39,32,0,19,4,9,2,4,1,2,3
24,2,0,0,4,9,4,4,0,0,12
37,3,0,0,4,8,4,4,0,0,12
29,3,0,0,4,8,4,4,0,0,1
39,34,0,50,2,15,2,4,1,2,10
39,29,0,0,4,8,2,4,0,1,8
29,7,0,0,4,9,4,4,0,0,6
29,1,0,0,4,6,4,4,1,0,3
59,25,0,0,6,8,2,4,1,1,12
43,22,29,0,2,9,4,4,0,1,1
39,16,0,0,4,6,2,4,1,0,3
39,4,0,0,4,8,2,4,1,0,3
59,13,0,0,4,12,4,4,1,2,12
49,12,104,0,4,12,4,4,1,2,10
44,12,0,0,4,12,4,4,0,2,4
39,10,0,0,4,3,2,4,1,0,3
39,16,0,0,4,8,0,4,0,0,8
39,45,0,0,4,8,2,4,0,0,1
31,18,0,0,4,9,4,4,0,0,13
39,12,44,0,4,8,2,4,0,1,1
49,23,0,0,4,8,4,4,1,1,3
39,36,0,0,4,4,2,4,1,0,14
39,9,0,0,4,8,4,4,1,0,6
39,5,0,0,0,8,4,4,1,0,0
54,33,0,0,4,11,2,4,1,2,14
5,1,0,0,4,6,4,4,1,0,5
47,30,0,0,7,9,0,2,0,1,13
44,11,0,0,4,5,4,2,1,1,7
39,10,0,0,4,8,4,2,1,0,7
49,16,0,0,4,12,2,4,1,2,4
39,25,0,0,4,8,0,4,0,0,8
24,2,0,0,0,9,4,4,0,0,0
54,17,52,0,4,12,2,4,1,2,4
39,19,0,0,4,12,2,4,1,2,10
47,9,0,0,4,12,4,4,1,1,12
37,13,0,0,4,13,2,4,1,1,10
55,7,0,0,4,13,4,4,1,0,1
64,9,93,0,4,12,4,4,1,1,1
59,12,0,0,4,13,4,2,1,1,4
39,19,0,0,2,8,0,4,0,0,1
39,1,0,0,4,8,4,4,0,0,1
39,22,0,0,6,8,2,4,1,1,4
37,25,0,0,6,14,2,4,1,2,10
39,52,122,0,6,14,2,4,1,2,10
69,19,0,0,5,8,4,4,0,0,8
28,48,0,0,0,6,2,4,1,0,0
54,26,0,0,5,9,2,4,1,1,12
44,45,0,0,4,8,2,4,1,2,3
50,27,95,0,4,10,2,4,1,2,1
39,5,0,0,2,9,2,4,1,1,11
39,44,0,0,2,8,6,4,0,0,1
39,29,81,0,4,9,2,4,1,2,13
24,2,0,0,4,8,4,4,0,0,6
14,2,0,0,4,6,4,4,0,0,1
39,16,0,0,4,8,4,4,1,1,7
44,31,0,0,4,15,2,4,1,2,10
39,30,0,0,4,8,4,4,0,1,1
24,47,0,0,6,15,2,4,1,2,4
23,41,0,0,0,3,2,4,1,1,0
31,11,0,0,4,8,4,4,0,0,8
39,12,0,0,4,8,0,4,0,0,1
39,46,0,0,1,8,6,4,0,1,4
39,39,0,0,4,8,2,4,1,0,6
4,44,37,0,4,8,2,4,0,0,1
14,31,0,0,6,8,0,4,1,0,10
39,48,0,0,0,8,2,4,1,0,0
39,3,0,0,4,8,4,4,1,0,5
39,24,0,0,6,7,0,4,1,1,3
39,19,0,0,4,9,2,4,1,1,3
14,53,8,0,0,4,6,4,0,0,0
39,7,0,0,4,8,5,3,0,0,7
39,16,0,0,4,5,2,4,1,0,14
44,9,0,0,4,8,2,4,1,1,7
24,23,0,0,0,9,2,4,0,1,0
44,16,0,0,4,3,2,4,1,1,1
47,37,0,0,4,9,0,4,0,1,3
43,9,0,0,4,12,4,4,1,0,6
39,27,0,0,4,8,2,4,1,1,14
39,29,0,0,4,8,2,4,1,1,3
39,35,0,0,4,8,2,4,1,1,6
39,40,0,0,4,10,6,4,0,0,10
49,15,0,0,4,8,0,4,1,0,12
29,13,0,0,4,8,2,4,0,1,12
39,17,0,0,4,8,0,4,0,0,7
39,29,0,0,4,8,2,4,1,1,3
39,24,0,0,4,9,2,4,1,1,3
39,20,0,0,7,8,2,0,1,1,11
31,16,0,0,4,8,2,4,1,1,11
37,23,0,0,7,9,4,4,0,0,1
39,11,0,0,4,8,4,4,1,0,10
19,47,0,0,2,8,0,4,1,0,14
39,5,0,0,4,8,4,4,0,0,7
7,6,0,0,1,8,4,4,1,0,2
49,6,0,0,4,8,4,4,0,0,1
35,31,0,0,4,8,6,4,0,0,7
39,19,0,0,6,8,2,4,1,2,14
39,39,0,0,4,8,2,4,1,1,3
39,12,0,0,4,11,2,4,0,1,13
39,28,0,0,4,8,2,4,1,1,3
49,24,0,0,6,8,2,4,1,2,3
11,3,0,0,6,9,4,4,0,0,1
39,25,0,0,4,8,2,4,1,1,6
39,2,0,0,4,8,4,4,1,0,7
39,42,0,0,4,11,2,4,1,2,4
47,31,0,0,4,8,2,4,1,1,7
14,6,0,0,4,9,4,4,0,0,1
39,4,0,0,4,9,4,4,1,0,5
39,13,0,0,4,8,0,4,1,0,7
14,1,0,0,0,6,4,4,0,0,0
39,26,110,0,4,12,0,4,0,2,10
34,22,0,0,4,6,2,4,1,1,3
59,28,0,0,4,9,2,4,1,2,4
39,34,0,0,2,12,2,4,1,2,1
39,3,0,0,4,9,4,4,1,0,5
39,11,0,0,2,11,6,4,1,1,10
20,14,0,0,4,7,0,4,0,0,8
39,23,0,0,4,13,2,4,1,1,10
14,0,0,0,4,6,4,4,1,0,12
39,20,0,0,4,8,0,4,1,1,13
39,11,0,0,4,5,1,4,0,1,8
37,2,0,0,0,5,4,4,0,0,0
39,10,0,0,4,8,2,4,1,0,6
39,10,9,0,1,10,4,2,1,1,13
39,17,0,0,4,6,2,4,1,1,7
39,42,0,0,4,8,0,4,0,1,7
39,6,0,0,4,9,4,4,1,0,3
39,19,0,0,4,8,4,4,1,0,10
39,19,0,0,4,3,0,4,0,0,7
49,12,0,0,4,12,2,4,1,2,10
39,48,0,0,0,8,5,4,0,0,0
31,17,0,0,4,8,2,4,0,0,13
39,34,0,90,4,9,2,4,1,0,14
39,34,0,0,4,8,2,4,1,2,13
39,9,0,0,4,12,4,4,0,0,1
39,18,0,0,4,6,2,4,1,0,5
59,21,0,0,4,8,2,4,1,1,14
39,12,0,0,6,8,2,4,1,1,3
29,2,0,0,0,9,4,4,0,0,0
49,41,0,0,0,8,2,4,1,1,0
37,3,0,0,4,8,4,4,0,0,8
39,28,0,0,4,12,0,4,1,1,7
31,23,0,0,4,10,0,4,0,0,8
51,30,0,67,4,5,2,4,1,1,12
39,2,0,0,4,8,4,4,0,0,8
39,6,0,0,4,9,2,4,1,1,6
39,32,0,0,7,13,0,4,0,0,10
54,15,0,0,7,12,2,4,0,2,4
17,25,0,0,0,9,0,4,0,0,0
39,29,0,0,4,9,2,4,1,1,5
41,18,70,0,4,10,2,4,1,2,3
15,50,0,0,4,5,2,4,1,1,11
29,13,0,0,0,9,4,4,0,0,0
59,17,0,0,4,10,0,4,0,0,13
19,26,0,0,6,11,2,4,1,0,3
39,24,0,0,2,8,2,4,1,1,11
44,33,0,0,4,8,0,4,0,1,1
43,28,0,74,4,8,0,4,1,2,5
39,18,0,0,4,8,2,4,1,2,3
34,45,0,0,6,12,2,4,1,1,10
15,3,0,0,0,9,4,4,0,0,0
69,45,0,30,4,14,2,4,1,1,10
39,42,95,0,4,6,2,4,1,2,1
39,39,0,0,4,3,2,4,1,0,6
51,3,0,0,4,3,4,4,0,0,7
39,1,0,0,4,3,4,4,0,0,8
29,23,0,0,4,6,2,4,1,1,7
39,37,0,0,4,3,2,4,1,0,7
59,20,0,35,4,8,2,4,1,1,14
14,9,0,0,7,12,4,4,1,0,10
54,25,0,0,4,9,6,4,0,1,4
39,31,0,0,4,9,2,4,1,1,10
54,11,0,0,4,12,2,4,1,1,10
52,38,0,0,4,8,2,4,1,2,5
27,3,0,0,4,8,2,4,1,0,8
49,16,0,0,4,13,2,4,1,1,10
69,43,0,0,4,14,2,4,1,2,10
39,28,0,0,2,12,0,4,0,0,10
29,4,0,0,4,9,4,4,0,0,7
41,13,0,0,4,12,2,4,1,2,4
24,1,0,0,4,5,4,4,0,0,12
37,35,0,0,4,8,2,4,1,1,7
39,24,0,0,4,8,0,4,0,0,6
44,9,0,0,4,9,0,4,1,1,6
39,6,0,0,4,8,4,4,0,0,1
43,20,79,0,4,8,2,4,1,1,7
11,0,0,0,4,5,4,4,0,0,12
47,29,0,0,4,8,0,4,1,2,3
49,30,0,0,6,14,2,4,1,2,10
29,2,0,0,7,8,4,4,0,0,1
49,42,0,0,5,8,2,4,1,2,12
14,56,0,0,0,8,2,4,1,0,0
51,19,0,0,4,9,2,4,1,1,1
39,9,6,0,2,12,4,4,1,0,10
39,19,0,0,4,8,2,4,1,2,7
39,40,0,0,0,4,0,4,1,0,0
39,19,95,0,4,8,2,4,1,2,3
11,52,21,0,4,8,6,4,0,0,1
44,29,0,0,4,8,0,4,0,1,1
39,22,0,0,4,8,2,4,1,1,7
39,22,0,0,4,8,2,4,1,1,7
11,1,0,0,4,6,4,4,1,0,8
14,2,0,0,4,6,4,4,0,0,8
14,0,0,0,4,5,4,4,1,0,8
39,18,0,19,7,8,2,4,1,2,3
39,10,0,0,4,8,2,4,1,1,3
39,34,0,0,4,8,2,4,1,1,3
39,7,0,0,4,9,4,4,1,0,4
49,28,0,0,2,13,4,4,1,2,10
39,27,0,0,4,9,0,4,0,0,1
25,3,0,0,4,9,4,4,1,0,1
49,24,0,50,4,12,2,4,1,2,4
43,43,0,55,5,5,2,4,1,2,4
19,37,0,0,1,8,4,4,0,0,1
43,20,0,0,4,8,2,4,1,1,3
49,43,0,0,6,12,2,4,1,0,5
95,10,0,0,4,12,4,4,0,1,4
59,6,0,0,4,12,4,4,1,1,10
39,13,0,0,4,8,2,4,1,1,14
19,48,0,0,7,8,6,4,0,0,1
36,19,0,0,4,8,4,4,1,0,8
49,15,0,0,7,9,3,4,1,0,5
39,25,0,0,4,10,2,4,1,1,3
39,4,0,0,4,9,4,4,1,0,7
39,13,0,0,4,8,2,4,1,2,6
39,8,0,0,4,6,2,4,1,1,3
24,44,0,0,4,9,0,4,1,0,8
39,24,0,0,6,8,4,4,1,1,5
29,3,0,0,4,9,4,4,0,0,4
92,27,0,0,5,8,2,4,1,1,14
59,24,0,0,4,9,2,4,1,1,4
39,21,0,0,6,8,2,4,1,2,6
54,31,0,0,4,8,2,4,1,1,14
39,40,0,0,0,4,2,4,1,0,0
39,14,0,0,4,8,4,4,0,0,3
39,27,0,0,4,4,4,4,1,0,7
39,40,0,0,4,9,6,4,0,1,7
34,19,0,0,4,8,4,4,1,0,14
39,24,0,0,4,8,2,4,1,2,3
49,35,0,0,4,8,2,4,1,2,4
43,7,0,0,4,8,4,4,1,0,3
39,5,0,0,4,9,4,4,1,0,6
39,16,0,0,4,8,2,4,1,1,3
73,38,0,0,4,3,2,4,1,1,1
34,15,0,0,4,9,4,4,1,0,1
39,28,0,0,4,9,0,4,1,1,7
39,8,0,0,4,6,2,4,1,0,7
19,21,0,0,4,8,6,4,0,0,8
39,12,0,0,4,8,0,4,1,0,5
20,12,0,0,4,9,0,4,0,0,8
39,24,0,0,4,8,4,4,0,1,1
39,19,0,0,4,8,4,4,0,0,12
15,9,0,0,2,8,4,4,1,0,8
39,23,0,0,4,8,2,4,1,1,3
14,53,0,0,5,12,2,4,1,0,12
49,18,0,0,4,12,2,4,1,2,10
39,14,0,0,4,12,2,4,1,2,1
59,27,0,0,4,8,2,4,1,2,4
34,0,0,0,6,5,4,4,1,0,5
51,25,0,0,6,12,2,4,1,2,10
19,42,0,0,6,6,2,4,1,1,3
39,23,0,0,6,9,4,4,1,1,3
39,16,0,0,4,8,2,4,1,2,7
39,16,0,0,4,8,2,4,1,1,3
39,39,0,0,4,12,2,4,1,2,10
7,55,0,0,0,8,2,4,1,0,0
39,22,0,0,6,6,2,4,1,1,14
49,32,0,0,5,9,2,4,1,2,14
39,29,0,0,4,8,2,4,0,2,6
39,13,0,0,4,8,2,4,1,1,6
39,7,0,0,4,8,0,4,0,0,8
49,11,0,0,4,8,0,4,1,1,12
39,16,0,0,4,10,0,4,0,1,1
19,47,0,0,0,8,6,4,0,0,0
47,42,0,0,0,10,0,4,1,1,0
49,19,0,0,4,8,2,4,0,1,7
39,8,0,0,4,8,2,4,1,1,3
59,22,0,0,6,10,2,4,1,1,5
27,4,0,0,4,9,2,4,0,0,1
39,10,0,0,4,8,2,4,1,1,7
37,16,0,0,4,8,2,4,0,1,8
39,48,0,0,2,4,2,4,1,1,4
49,31,0,0,4,8,2,4,1,1,8
39,7,0,0,4,8,2,4,1,1,1
31,25,0,0,4,9,2,4,1,1,3
39,42,0,0,4,6,2,4,1,1,7
39,32,0,0,4,9,0,4,1,0,8
39,19,0,0,4,8,2,4,1,1,3
49,24,0,0,4,15,2,4,1,2,10
39,38,0,0,4,8,2,4,1,1,4
53,31,0,0,4,13,2,4,1,2,3
34,2,0,0,4,8,4,4,0,1,12
44,28,79,0,4,8,2,4,1,1,3
49,19,0,0,0,10,0,4,1,0,0
53,12,98,0,4,9,2,4,1,2,11
39,24,60,0,4,9,2,4,1,1,3
24,43,0,0,4,8,2,4,1,1,10
39,14,0,0,4,6,2,4,1,1,3
39,33,0,0,4,8,4,4,0,0,1
39,45,0,0,0,8,2,4,1,2,0
5,53,0,0,0,12,2,4,1,0,0
24,43,0,0,6,8,2,4,0,1,12
39,30,0,0,4,8,2,4,1,1,7
39,3,0,0,4,9,4,4,1,0,3
11,49,10,0,4,2,2,4,1,0,14
39,3,0,0,4,8,4,4,1,0,7
39,20,0,0,4,8,2,4,1,1,14
39,24,0,0,4,8,2,4,1,1,7
39,14,0,0,4,8,2,4,1,1,6
29,59,0,0,2,4,2,4,1,0,8
39,15,0,0,4,8,2,4,1,2,7
39,27,0,0,4,8,3,4,0,1,7
39,8,0,0,0,8,4,4,1,0,0
37,8,0,0,4,4,4,4,0,0,7
59,24,0,0,4,14,2,4,1,2,10
54,12,0,0,6,8,2,4,1,1,4
39,29,0,0,2,12,4,4,0,2,10
52,15,0,0,4,8,5,4,1,1,3
34,12,0,0,6,5,2,4,1,2,3
5,60,0,0,2,8,2,4,1,0,4
39,26,0,0,2,10,2,4,1,0,4
39,5,0,0,4,8,4,4,1,0,1
39,2,0,0,2,8,4,4,1,1,3
39,5,0,0,4,8,4,4,1,1,10
39,6,0,0,4,10,4,4,1,0,3
39,11,0,0,4,11,4,3,1,0,8
39,7,0,0,7,13,4,2,0,0,1
19,5,0,0,7,12,2,4,1,0,4
39,19,0,0,4,8,0,4,0,0,8
5,1,0,0,4,6,4,4,0,0,8
29,10,0,0,4,8,0,4,1,0,8
54,23,0,0,1,8,2,4,1,2,1
39,23,0,0,6,4,2,4,1,2,3
39,35,110,0,4,8,0,2,1,2,7
19,56,117,0,1,8,0,4,0,2,1
39,32,0,0,6,8,2,4,1,1,8
19,3,0,0,4,9,4,4,0,0,12
39,16,0,0,4,9,0,4,0,0,4
64,50,0,0,6,8,6,4,1,1,5
39,15,0,0,4,8,2,4,1,2,6
39,32,0,0,4,8,2,4,1,2,7
34,41,0,0,4,6,2,4,1,1,11
44,25,0,0,4,9,4,4,1,0,7
19,50,0,0,6,8,0,4,0,0,10
44,20,0,0,6,6,2,4,1,1,14
45,12,0,0,4,9,2,4,1,1,7
49,20,0,0,4,8,4,4,1,1,14
39,32,0,0,4,8,0,4,0,0,8
39,0,0,0,4,6,4,4,0,0,11
59,41,0,0,4,12,4,4,0,1,10
23,52,0,0,4,8,2,4,1,0,12
22,41,0,0,4,8,0,4,0,0,12
7,14,0,0,4,8,4,4,0,0,1
39,14,81,0,4,9,2,4,1,2,14
39,15,0,0,4,9,4,4,1,0,3
39,9,0,0,0,8,0,4,0,0,0
24,10,0,0,4,9,4,4,0,0,8
39,39,0,0,6,8,2,4,1,0,3
39,11,0,0,6,8,4,4,1,0,3
39,10,0,51,4,6,2,4,1,2,3
39,20,0,0,4,6,2,4,1,1,3
33,14,0,0,4,9,2,4,1,0,14
49,45,0,0,4,8,2,4,1,1,7
41,9,0,0,4,8,2,4,1,2,3
11,55,37,0,4,5,2,4,1,0,8
44,25,0,0,4,9,0,4,0,1,4
39,44,0,0,7,2,2,4,1,1,14
39,15,0,0,4,8,2,4,1,0,14
69,26,0,82,4,11,0,4,1,2,3
44,14,0,0,4,8,2,4,1,1,3
39,24,0,0,4,8,2,4,1,1,6
7,49,0,0,4,8,6,4,0,0,9
49,33,0,0,4,8,2,4,1,2,14
39,29,0,0,4,6,2,4,1,1,7
23,2,0,0,4,8,4,4,1,0,7
44,25,0,0,4,8,5,4,0,1,12
44,10,0,0,4,6,5,4,1,0,3
52,26,0,0,1,12,2,4,1,1,6
39,5,0,0,4,8,4,4,0,0,8
64,32,0,0,5,9,2,4,0,2,10
11,9,0,0,0,9,4,4,1,0,0
34,5,0,0,4,9,4,4,1,0,1
29,7,0,0,4,9,2,4,1,0,6
39,55,0,12,2,15,2,4,1,1,4
39,12,0,0,2,9,2,4,1,1,8
39,42,0,0,5,8,2,4,1,1,12
49,38,0,0,6,8,2,4,1,2,12
49,7,0,0,6,8,4,4,1,1,3
39,17,0,0,4,8,0,4,1,0,6
39,16,0,0,4,8,2,4,1,1,3
37,14,0,0,4,9,0,4,0,0,1
39,26,0,0,4,9,2,4,1,1,3
39,4,0,0,4,8,4,4,1,0,7
59,15,0,0,4,9,2,4,1,2,4
44,29,0,0,4,12,2,4,1,2,1
44,21,0,0,4,8,2,4,1,1,3
39,32,0,51,4,8,2,4,1,1,7
49,33,0,0,4,8,2,4,1,2,7
24,20,0,0,4,4,5,4,0,0,8
51,14,0,0,4,12,4,4,1,1,10
39,9,0,0,4,8,2,4,1,1,12
39,29,0,0,4,9,2,4,1,2,4
39,5,0,0,4,9,4,4,1,0,10
34,56,0,0,4,3,2,4,1,2,12
39,24,0,0,4,8,2,4,1,1,7
34,13,0,0,4,8,4,4,0,0,12
39,26,0,0,4,11,0,4,1,1,3
39,42,0,0,7,4,2,4,1,1,14
49,16,0,0,4,9,2,4,1,2,3
54,16,0,0,4,8,2,4,1,2,12
39,39,0,0,4,3,2,4,1,1,14
39,15,0,0,4,8,0,4,1,0,14
39,35,0,51,4,10,2,4,1,2,3
39,11,0,0,4,8,2,4,1,0,7
39,17,0,0,4,9,2,4,1,1,3
39,10,0,0,4,8,4,4,1,0,6
29,7,0,0,4,8,4,4,0,0,8
39,4,0,0,4,8,4,4,0,0,1
34,3,0,0,4,8,4,4,1,0,6
29,1,0,0,4,8,4,4,1,0,6
37,36,0,0,4,8,2,4,1,1,7
31,4,0,0,4,11,4,4,0,0,12
37,3,0,0,4,8,4,4,1,0,6
35,2,0,0,4,8,4,4,1,0,3
39,19,0,0,4,8,2,4,1,1,7
34,36,0,0,2,0,4,4,0,0,7
39,19,0,0,4,8,2,4,1,1,3
39,19,0,0,5,9,2,4,1,2,4
39,7,0,0,6,8,2,4,1,0,3
39,13,0,0,0,6,4,4,1,0,0
39,15,0,0,4,8,3,4,1,0,6
39,17,0,0,0,8,2,4,1,0,0
