sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,decile_score,score_text,two_year_recid
1,7,2,0,0,0,1,0,4,1,0
1,5,2,0,2,0,3,0,4,1,1
1,20,0,0,0,0,0,0,0,0,0
1,9,0,0,2,1,18,0,8,2,1
0,17,2,0,0,0,0,0,2,0,1
1,4,5,0,0,0,0,0,8,2,0
0,40,0,0,0,0,4,0,1,0,1
0,39,2,0,0,0,0,1,3,0,1
1,3,0,0,0,1,0,0,2,0,0
0,4,0,0,0,0,0,0,7,2,0
1,12,0,0,0,0,0,0,1,0,0
1,6,2,0,0,0,1,0,9,2,1
1,4,2,0,0,0,2,0,3,0,1
1,11,2,0,0,0,3,0,3,0,1
1,12,0,0,0,0,8,0,7,2,1
0,13,0,0,0,0,10,0,5,1,0
0,27,2,0,0,0,1,0,5,1,0
1,5,0,0,0,0,4,0,6,1,0
1,21,2,0,0,0,2,0,1,0,1
1,13,0,0,0,0,0,0,7,2,1
1,4,0,0,0,0,1,0,3,0,1
0,9,0,0,0,0,9,0,1,0,1
1,9,0,0,0,0,13,0,6,1,1
1,20,2,0,0,0,1,0,0,0,1
1,13,0,0,0,0,23,0,9,2,1
1,29,0,0,0,0,20,0,8,2,0
1,4,0,0,1,0,3,0,6,1,0
1,17,0,0,0,1,1,1,8,2,1
1,5,3,0,0,0,2,1,5,1,1
1,47,0,0,0,0,2,1,1,0,1
1,17,0,0,0,0,0,1,3,0,0
0,15,0,0,0,0,0,0,2,0,0
1,35,2,0,0,0,1,1,0,0,0
1,34,3,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,4,1,0
1,19,0,0,0,0,11,0,3,0,0
1,12,5,0,0,0,4,1,8,2,1
1,15,2,0,0,0,5,0,4,1,0
1,13,0,0,0,0,2,1,6,1,0
1,36,5,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,1,0,0,0
0,41,2,0,0,0,2,0,2,0,0
1,9,0,0,0,0,0,1,1,0,0
1,18,0,0,0,0,0,1,6,1,1
1,28,0,0,0,0,17,0,8,2,1
1,4,0,0,0,1,3,0,8,2,0
0,10,2,0,0,0,0,1,1,0,0
0,16,2,0,0,1,15,0,8,2,1
1,11,3,0,0,0,7,0,8,2,1
1,5,0,0,0,1,2,1,9,2,1
1,9,0,0,0,0,3,0,3,0,0
1,3,1,0,0,1,0,0,5,1,1
1,30,2,0,0,0,3,0,0,0,1
1,12,0,0,0,0,15,0,8,2,1
0,14,0,0,0,0,2,0,1,0,0
1,13,0,0,0,0,5,0,6,1,0
1,18,0,0,1,0,4,1,4,1,0
1,18,0,0,0,0,1,1,4,1,0
1,26,0,0,0,0,14,0,7,2,1
1,35,2,0,0,0,2,0,0,0,0
1,15,0,0,0,0,3,1,1,0,1
1,3,0,1,0,0,2,0,9,2,0
1,15,0,0,0,0,4,0,7,2,1
1,29,2,0,0,0,2,0,4,1,1
1,39,0,0,0,0,20,0,6,1,1
1,10,0,0,0,0,2,1,3,0,0
1,6,0,0,0,0,1,1,5,1,0
1,26,0,0,0,0,1,0,0,0,0
1,28,0,0,0,0,0,0,0,0,0
1,19,0,0,0,0,6,0,2,0,0
1,8,0,0,0,0,10,1,5,1,1
1,9,0,0,1,0,10,0,7,2,1
1,22,2,0,0,0,1,0,1,0,0
0,42,2,0,0,0,9,0,2,0,1
1,35,2,0,0,0,1,0,0,0,0
1,8,0,0,1,0,8,0,5,1,0
1,10,0,0,0,0,0,0,0,0,0
1,5,3,0,0,0,0,1,3,0,0
0,28,2,0,0,0,2,0,7,2,0
1,5,0,0,0,0,0,0,4,1,1
1,19,0,0,0,0,5,0,0,0,1
1,26,0,0,0,1,1,1,0,0,0
1,32,0,0,0,0,18,0,7,2,1
1,27,0,0,0,0,0,1,0,0,0
1,4,0,0,0,0,1,0,4,1,0
1,8,2,0,0,0,1,0,1,0,1
1,44,2,0,0,0,0,0,0,0,0
1,16,2,0,0,0,0,1,0,0,1
1,6,3,0,0,0,1,0,9,2,0
1,3,2,0,0,0,0,1,1,0,0
1,7,2,0,0,0,0,0,1,0,1
1,50,2,0,0,0,0,1,0,0,0
1,23,2,0,0,0,2,1,1,0,0
1,3,2,0,0,0,1,0,2,0,0
0,19,3,0,0,0,1,0,2,0,0
1,4,0,0,0,0,0,0,7,2,0
1,20,2,0,0,0,11,0,3,0,1
1,24,2,0,0,0,1,0,0,0,0
1,4,2,0,1,1,1,0,3,0,1
1,27,0,0,0,0,0,0,3,0,1
0,18,0,0,0,0,4,0,9,2,1
1,30,0,0,0,0,2,0,5,1,0
0,27,2,0,0,0,1,0,0,0,0
1,5,0,0,0,1,6,0,8,2,1
1,6,0,0,0,0,0,0,7,2,0
1,11,0,0,0,0,0,0,1,0,0
1,6,0,0,0,0,0,0,2,0,0
1,32,0,0,0,0,11,0,8,2,0
1,16,0,0,1,0,10,0,6,1,1
1,5,0,0,0,0,0,0,1,0,0
0,4,2,0,0,0,0,1,4,1,0
1,18,5,0,0,0,0,0,0,0,0
1,12,2,0,0,0,22,0,4,1,1
1,3,0,0,0,0,0,0,9,2,1
0,35,2,0,0,0,0,0,0,0,0
1,6,2,0,0,0,1,0,2,0,0
1,7,0,0,1,1,7,1,4,1,1
0,7,0,0,0,0,1,1,8,2,0
1,53,0,0,0,0,8,0,0,0,0
1,21,0,0,4,0,10,1,8,2,0
0,19,0,0,0,0,0,0,4,1,0
1,2,0,0,0,2,0,0,4,1,1
0,11,0,0,0,0,3,0,4,1,0
1,4,0,0,0,0,2,0,4,1,1
1,8,0,0,0,0,4,0,6,1,1
1,17,3,0,0,0,5,0,6,1,0
0,29,0,0,0,0,19,0,9,2,1
1,3,5,0,0,0,1,0,3,0,1
0,5,5,0,0,0,0,1,9,2,0
0,2,2,0,0,0,1,0,7,2,1
0,5,0,0,0,0,0,0,1,0,0
1,9,4,0,0,0,3,1,6,1,0
1,37,2,0,0,0,18,0,1,0,1
0,35,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,6,1,0
1,8,0,0,0,1,5,0,6,1,1
1,7,0,0,0,0,6,0,5,1,0
1,5,5,0,0,0,2,1,3,0,0
1,9,0,0,0,0,4,0,8,2,1
1,8,0,0,0,0,2,1,2,0,0
1,11,0,0,0,0,1,1,3,0,0
1,9,5,0,0,0,1,0,1,0,1
1,10,3,0,0,0,0,0,1,0,0
1,13,0,0,0,0,0,1,1,0,0
1,23,0,0,0,0,8,0,5,1,1
1,7,2,0,0,0,0,1,1,0,0
1,29,2,0,0,0,0,1,0,0,0
1,19,0,0,0,0,4,0,1,0,0
0,17,0,0,0,0,4,0,4,1,0
1,6,2,0,0,0,1,1,3,0,1
1,3,2,0,2,1,2,0,8,2,1
1,4,2,0,0,0,0,0,3,0,1
1,39,0,0,0,0,11,0,5,1,0
1,30,2,0,0,0,0,0,6,1,0
1,18,5,0,0,0,0,0,0,0,0
0,19,0,0,0,0,3,0,6,1,0
1,13,2,0,0,0,0,1,0,0,0
1,4,0,0,1,0,1,0,8,2,1
1,13,2,0,0,0,2,1,2,0,0
1,6,0,0,0,0,0,0,4,1,1
1,14,0,0,0,1,22,0,8,2,1
0,5,5,0,0,0,0,1,3,0,0
1,45,0,0,0,0,0,1,0,0,0
1,12,5,0,0,0,0,0,0,0,0
1,8,2,0,0,0,2,0,4,1,1
1,30,2,0,0,0,2,1,2,0,0
1,2,2,0,0,2,0,0,3,0,0
0,6,0,0,0,0,1,1,4,1,1
0,18,0,0,0,0,1,1,1,0,0
1,63,3,0,0,0,0,1,0,0,0
1,10,2,0,0,0,2,0,5,1,0
1,18,0,0,0,0,3,0,1,0,1
0,15,0,0,0,0,0,1,1,0,0
1,21,0,0,0,0,0,0,2,0,0
1,11,5,0,0,0,3,1,6,1,0
1,12,0,0,0,0,17,0,9,2,1
0,1,2,1,1,0,1,1,5,1,1
1,6,0,0,0,0,1,0,0,0,1
1,18,3,0,0,0,11,0,6,1,0
0,11,2,0,0,0,1,0,4,1,0
1,17,0,0,0,0,7,0,5,1,0
1,6,0,0,0,1,0,0,2,0,0
1,8,2,0,0,0,0,1,1,0,0
1,8,2,0,0,0,8,0,3,0,0
1,34,0,0,0,0,7,1,5,1,0
1,10,0,0,0,0,14,0,6,1,1
1,14,0,0,0,0,0,1,4,1,0
0,14,2,0,0,0,1,1,2,0,1
1,15,0,0,0,0,5,1,7,2,1
1,11,0,0,1,0,16,0,9,2,0
1,16,2,0,0,0,1,1,2,0,1
0,19,5,0,0,0,0,1,0,0,1
1,25,2,0,0,0,0,1,0,0,0
1,29,2,0,0,0,2,0,3,0,0
1,7,0,0,0,0,3,1,5,1,1
0,5,0,0,0,0,1,0,2,0,0
1,21,2,0,0,0,2,1,1,0,0
1,17,0,0,0,0,13,0,7,2,1
1,15,5,0,0,0,0,0,0,0,0
1,3,5,0,0,0,0,0,2,0,1
1,25,0,1,0,0,20,0,7,2,0
1,7,0,0,1,1,3,0,7,2,1
1,30,0,1,0,0,25,0,9,2,1
1,4,0,0,0,1,1,1,6,1,1
1,34,0,1,0,0,9,1,7,2,1
1,8,2,0,0,0,5,0,3,0,1
1,49,0,0,0,0,4,1,6,1,1
1,16,0,0,0,0,4,1,1,0,0
1,38,2,0,0,0,4,1,0,0,0
1,10,0,0,0,0,1,0,3,0,1
1,11,0,0,0,0,2,1,3,0,0
0,6,0,0,0,0,0,1,4,1,1
1,19,0,0,0,0,6,0,4,1,1
1,25,5,0,0,0,3,0,1,0,0
1,33,2,0,0,0,0,0,0,0,0
1,2,0,0,0,1,1,1,6,1,1
1,8,2,0,0,0,4,1,6,1,1
0,21,2,0,0,0,1,1,1,0,1
1,3,0,0,0,1,1,0,7,2,0
1,3,0,0,1,1,1,0,8,2,1
1,6,2,0,2,0,3,0,3,0,1
1,8,0,0,1,0,4,1,7,2,1
1,30,2,0,0,0,1,0,1,0,0
1,6,0,0,1,0,5,0,4,1,1
1,8,2,0,0,0,0,0,3,0,0
1,28,2,0,0,0,0,0,0,0,0
0,12,3,0,0,0,1,1,1,0,0
1,6,0,0,1,1,7,1,8,2,0
0,3,2,0,0,0,0,1,4,1,0
1,6,0,0,0,0,1,0,2,0,1
1,12,0,0,0,0,1,0,6,1,0
1,18,0,0,0,0,9,1,7,2,0
1,12,0,0,0,0,5,0,3,0,1
0,4,2,0,0,0,1,0,5,1,0
1,7,0,0,0,0,0,0,8,2,1
1,13,0,0,3,0,25,1,7,2,1
1,6,0,0,0,0,0,0,3,0,0
1,21,0,0,0,0,13,0,7,2,1
1,28,5,0,0,0,0,0,0,0,0
1,30,0,0,0,0,5,1,0,0,1
0,12,0,0,0,0,4,0,2,0,0
1,22,2,0,0,0,0,0,1,0,0
0,34,0,0,0,0,0,0,0,0,0
1,5,0,1,0,1,3,0,8,2,0
0,8,0,0,0,0,1,1,1,0,0
1,4,2,0,1,0,1,0,7,2,1
1,24,2,0,0,0,3,0,3,0,0
1,5,0,0,3,1,6,0,9,2,1
1,15,5,0,0,0,4,0,2,0,1
1,10,0,0,0,0,1,0,2,0,0
0,19,2,0,0,0,4,1,3,0,0
1,32,2,0,0,0,1,0,0,0,0
1,20,4,0,0,1,25,1,9,2,1
1,14,0,0,0,0,1,0,6,1,0
1,6,3,0,0,0,3,0,5,1,1
1,33,0,0,0,0,3,0,1,0,0
1,1,2,0,0,0,1,1,3,0,1
1,14,0,0,0,0,4,0,4,1,0
0,13,2,0,0,0,1,0,2,0,1
0,11,0,0,0,0,1,0,4,1,0
1,25,3,0,0,0,0,1,0,0,0
1,8,0,0,0,0,9,0,6,1,1
1,9,2,0,0,0,0,0,9,2,1
1,34,2,0,0,0,1,0,0,0,1
1,9,3,0,0,0,1,1,0,0,0
0,39,3,0,0,0,1,1,1,0,0
1,10,0,0,0,0,3,1,5,1,1
1,14,0,0,0,0,3,0,0,0,1
1,9,0,0,0,0,5,1,2,0,1
1,27,3,0,0,0,0,1,0,0,1
0,24,2,0,0,0,0,1,0,0,0
1,15,0,0,0,0,0,0,1,0,1
1,8,2,0,0,0,4,1,3,0,0
0,10,2,0,0,1,3,1,3,0,0
0,35,2,0,0,0,0,1,0,0,0
1,6,2,0,0,0,0,0,1,0,0
1,10,3,0,0,0,1,0,1,0,0
1,10,3,0,0,0,1,0,4,1,0
1,21,0,0,0,1,6,1,6,1,1
1,4,0,0,0,0,1,0,6,1,1
1,28,0,0,0,0,2,0,1,0,1
1,7,0,0,0,0,0,1,1,0,0
1,34,2,0,0,0,1,0,4,1,0
1,10,0,0,0,0,4,1,1,0,1
0,39,2,0,0,0,1,0,0,0,1
1,31,0,0,0,0,3,0,0,0,1
1,3,0,0,0,0,2,0,8,2,1
1,14,0,0,0,0,19,0,9,2,1
1,45,0,0,0,0,3,1,8,2,0
1,11,2,0,0,0,2,0,2,0,0
1,28,0,0,0,0,0,1,0,0,0
1,5,0,0,0,0,5,0,9,2,1
1,10,0,0,0,0,10,1,6,1,1
1,9,0,0,0,0,1,0,1,0,0
0,51,3,0,0,0,0,1,0,0,0
1,29,3,0,0,0,0,1,0,0,0
1,27,3,0,0,0,1,0,2,0,0
0,15,2,0,0,0,1,1,0,0,0
0,9,3,0,0,0,0,1,1,0,1
1,29,2,0,0,0,4,0,4,1,1
1,14,0,0,0,0,14,0,8,2,1
1,6,0,0,0,0,2,0,6,1,0
1,8,0,0,0,0,5,0,9,2,1
1,29,3,0,0,0,0,1,3,0,0
1,7,2,0,0,0,1,0,4,1,0
1,3,0,0,0,0,1,0,7,2,0
1,7,0,0,0,0,2,1,1,0,1
1,4,0,1,1,0,6,0,6,1,1
0,8,2,0,0,0,0,0,5,1,0
1,2,2,0,0,0,0,0,3,0,0
1,12,0,0,0,0,1,1,4,1,1
1,27,0,0,0,0,0,0,4,1,1
1,15,0,0,0,0,7,0,6,1,1
1,17,2,0,0,0,2,0,0,0,0
1,23,2,0,0,0,5,0,0,0,0
1,5,2,0,0,0,0,1,2,0,0
0,3,2,0,1,0,0,1,4,1,1
1,36,0,0,0,0,0,0,0,0,0
1,9,0,0,0,0,10,0,5,1,1
1,4,2,0,0,0,0,1,2,0,0
0,3,3,0,0,0,0,1,6,1,1
1,5,0,0,0,0,2,0,5,1,1
1,12,3,0,0,0,1,1,0,0,0
1,18,0,0,0,0,5,1,7,2,1
0,6,3,0,0,0,2,0,5,1,1
1,11,0,0,0,1,10,0,6,1,1
1,36,0,0,0,0,4,1,4,1,1
1,4,2,0,0,0,2,1,4,1,1
1,20,2,0,0,0,2,0,0,0,0
1,8,0,0,0,0,0,1,3,0,1
0,2,0,0,0,0,0,0,3,0,0
1,38,3,0,0,0,0,1,0,0,0
1,34,0,0,0,0,6,1,0,0,1
1,11,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,6,1,6,1,0
1,17,0,0,0,0,1,1,0,0,0
1,14,2,0,0,0,8,0,8,2,1
1,3,0,0,0,0,1,1,6,1,1
1,7,3,0,0,0,0,0,2,0,0
1,14,0,0,1,0,5,1,1,0,1
1,12,0,0,0,0,4,1,3,0,1
0,12,0,0,0,0,3,0,3,0,0
1,5,0,0,0,0,2,0,6,1,1
1,14,2,1,0,0,8,0,3,0,0
1,34,2,0,0,0,1,0,0,0,0
1,11,0,0,0,0,6,0,9,2,1
1,24,2,0,0,0,0,1,0,0,0
1,3,0,0,0,1,0,0,7,2,1
0,18,2,0,0,0,4,0,8,2,1
0,4,0,0,0,0,0,1,2,0,0
1,27,3,0,0,0,2,0,0,0,0
1,11,0,0,0,0,0,1,1,0,0
1,36,0,0,0,0,2,1,1,0,0
1,12,0,0,0,0,6,0,4,1,1
1,33,0,0,0,0,17,1,3,0,0
1,27,3,0,0,0,20,0,2,0,1
1,9,0,0,0,0,3,0,2,0,1
1,6,3,0,0,0,1,0,1,0,1
1,6,2,0,0,0,2,0,5,1,0
1,5,0,0,0,0,2,1,6,1,0
0,24,5,0,0,0,2,1,2,0,0
1,18,0,0,0,0,5,0,3,0,0
0,20,0,0,1,0,8,1,6,1,1
1,51,3,0,0,0,0,1,0,0,0
1,3,3,0,0,1,1,0,4,1,1
1,41,3,0,0,0,1,1,0,0,0
1,21,0,0,0,0,1,0,5,1,0
1,11,0,0,0,0,2,0,5,1,0
1,4,3,0,0,0,1,1,6,1,1
1,10,0,0,0,0,1,0,3,0,0
1,26,2,0,0,0,6,0,2,0,0
1,7,0,0,0,0,2,0,4,1,0
1,13,0,0,0,0,0,0,9,2,0
1,17,0,0,1,0,17,1,6,1,1
1,9,0,0,0,0,11,1,9,2,1
1,15,0,0,0,0,1,0,4,1,0
1,10,0,0,0,0,6,0,8,2,1
1,2,0,1,0,1,1,0,9,2,1
1,42,2,0,0,0,1,0,0,0,0
1,35,3,0,0,0,0,1,0,0,0
1,33,3,0,0,0,0,0,0,0,1
1,7,3,0,0,0,1,0,1,0,0
1,9,0,2,1,0,5,0,6,1,1
0,36,0,0,0,0,0,0,0,0,0
0,8,0,0,0,1,3,1,4,1,0
1,6,2,1,2,0,3,1,3,0,0
1,37,3,0,0,0,1,0,1,0,1
1,8,3,0,0,0,0,0,2,0,0
0,57,0,0,0,0,5,0,0,0,0
1,18,0,0,0,0,16,0,4,1,1
1,38,0,0,0,0,8,0,2,0,0
1,16,5,0,0,0,0,0,1,0,1
0,7,0,0,0,0,5,1,6,1,1
1,28,2,0,0,0,0,0,0,0,0
1,9,0,0,0,0,1,0,1,0,0
1,6,0,0,0,0,1,1,5,1,0
1,10,0,0,0,0,3,1,2,0,1
1,24,0,1,0,1,13,1,7,2,1
1,41,0,0,0,0,2,1,0,0,0
1,21,2,0,0,0,1,0,0,0,0
1,28,2,0,0,0,5,1,3,0,0
1,7,5,0,0,0,1,0,1,0,0
1,37,2,0,0,0,2,0,0,0,0
1,17,0,0,0,0,1,1,9,2,1
1,25,0,0,0,0,0,1,0,0,1
0,35,2,0,0,0,0,1,0,0,0
0,3,0,0,0,0,0,1,4,1,0
1,37,0,0,0,0,17,0,9,2,1
1,9,0,0,0,0,1,0,2,0,1
1,22,0,0,0,0,0,0,0,0,0
0,19,2,0,0,0,0,1,0,0,0
1,14,2,0,0,0,2,1,1,0,1
1,14,0,0,0,0,2,1,1,0,0
1,18,0,0,0,0,4,1,4,1,1
1,4,3,0,0,0,0,1,2,0,0
0,13,0,0,0,0,0,0,7,2,0
0,8,0,0,0,0,4,0,6,1,1
0,32,2,0,0,0,30,1,5,1,1
1,29,0,0,0,0,4,0,2,0,0
1,18,0,0,0,0,2,0,2,0,0
0,20,2,0,0,0,0,0,0,0,0
1,17,5,0,0,0,0,0,0,0,0
1,35,2,0,0,0,0,0,0,0,0
1,35,0,0,0,0,2,0,2,0,0
1,39,0,0,0,0,19,0,6,1,0
1,4,0,0,0,0,5,0,7,2,1
1,3,0,0,0,0,0,0,9,2,1
1,8,0,0,0,0,0,0,2,0,1
0,6,0,0,0,0,1,0,2,0,0
1,9,0,0,0,0,2,0,4,1,0
0,31,2,0,0,0,4,0,4,1,0
1,29,2,0,0,0,1,0,2,0,1
1,12,0,0,0,0,8,0,9,2,1
1,26,2,0,0,0,3,0,0,0,0
1,16,0,0,0,0,1,0,0,0,0
1,27,0,0,0,0,10,0,2,0,1
1,20,3,0,0,0,0,0,3,0,0
1,32,2,0,0,0,2,1,0,0,0
1,11,2,0,0,0,1,1,5,1,0
1,8,2,0,0,0,0,0,3,0,0
1,26,3,0,0,0,2,1,0,0,0
0,4,0,0,0,0,1,0,5,1,1
1,29,3,0,0,0,0,1,0,0,0
1,31,2,0,0,0,0,0,0,0,0
1,31,0,0,0,0,1,0,2,0,1
1,41,2,0,0,0,2,0,0,0,0
1,14,2,0,0,0,6,1,4,1,0
1,6,0,0,0,2,1,1,1,0,1
1,22,3,0,0,0,0,1,1,0,0
1,14,0,0,0,0,0,0,0,0,0
0,36,3,0,0,0,0,1,0,0,0
1,9,0,0,0,1,9,0,9,2,1
0,22,3,0,0,0,1,1,0,0,0
1,7,2,0,0,0,2,1,7,2,0
1,16,0,0,0,0,1,1,5,1,0
0,44,2,0,0,0,2,0,0,0,1
1,2,2,0,0,0,0,1,4,1,1
1,19,0,2,0,0,18,1,8,2,0
0,12,2,0,0,0,5,0,9,2,1
1,5,0,0,0,0,1,0,5,1,1
0,2,0,0,0,0,0,0,7,2,0
1,11,2,0,0,0,7,1,6,1,1
1,6,0,0,0,0,1,0,1,0,0
0,36,2,0,0,0,1,1,2,0,0
1,48,0,0,0,0,3,0,0,0,0
1,32,2,0,0,0,8,0,1,0,0
1,32,0,0,0,0,7,0,1,0,0
1,22,2,0,0,0,3,0,0,0,0
0,12,0,0,0,0,4,1,6,1,1
0,6,2,0,0,0,2,0,6,1,0
1,6,3,0,0,0,0,0,5,1,1
0,5,0,0,0,0,3,0,4,1,1
1,6,0,0,0,0,4,1,7,2,1
1,36,2,0,0,0,3,1,0,0,1
1,7,2,0,0,2,4,1,9,2,0
1,28,2,0,0,0,1,1,0,0,0
0,17,3,0,0,0,10,0,7,2,0
1,7,5,0,0,0,1,0,4,1,0
0,4,2,0,0,0,0,1,2,0,0
0,14,2,0,0,0,1,0,1,0,0
1,7,0,0,0,0,0,1,2,0,1
1,4,0,0,0,0,3,0,7,2,1
1,15,0,0,0,0,16,0,8,2,1
0,31,2,0,0,0,0,1,0,0,1
1,12,0,0,0,0,10,0,4,1,0
1,15,0,0,0,0,4,1,4,1,1
1,6,0,0,0,0,0,0,1,0,0
1,15,0,0,0,1,12,1,8,2,1
1,19,2,0,0,0,0,1,1,0,0
0,22,2,0,0,0,0,1,0,0,0
1,9,2,0,0,0,1,0,9,2,0
1,25,0,0,0,0,9,0,5,1,1
1,8,2,0,0,0,11,0,3,0,0
1,17,0,0,0,0,5,0,5,1,1
1,7,0,0,1,0,11,0,8,2,1
1,43,0,0,0,0,1,0,0,0,1
1,35,2,0,0,0,1,0,5,1,1
0,9,3,0,0,0,0,0,2,0,0
0,34,0,0,0,0,1,0,0,0,0
1,8,2,0,0,0,7,1,8,2,1
1,21,0,0,0,0,1,1,1,0,1
1,29,0,0,0,0,5,0,3,0,0
1,32,2,0,0,0,1,0,0,0,0
0,34,2,0,0,0,6,1,6,1,0
0,23,2,0,0,0,0,1,0,0,0
1,19,2,0,0,0,0,1,0,0,0
0,6,0,0,0,0,0,0,6,1,0
0,16,0,0,0,0,14,0,8,2,0
1,6,0,0,0,0,5,0,5,1,1
1,2,5,0,0,0,0,1,3,0,1
1,7,2,0,0,0,1,1,2,0,1
1,13,2,0,0,0,3,1,4,1,0
0,44,2,0,0,0,0,1,0,0,0
1,5,2,0,0,0,0,0,2,0,1
0,42,2,0,0,0,0,0,6,1,0
1,17,2,0,0,0,0,1,0,0,0
0,6,0,0,0,0,0,0,6,1,0
0,38,2,0,0,0,1,0,1,0,1
1,12,2,0,0,0,0,1,0,0,0
1,23,2,0,0,0,17,1,8,2,1
1,17,2,0,0,0,4,0,4,1,1
0,10,2,0,0,0,0,1,3,0,0
1,5,0,0,1,0,1,1,9,2,0
1,38,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,2,0,1,0,1
1,2,3,0,0,0,0,0,2,0,1
1,19,3,0,1,0,4,0,1,0,0
1,5,2,0,1,0,1,1,1,0,0
1,3,0,0,0,0,0,0,8,2,1
0,3,0,1,2,2,3,0,6,1,0
0,17,0,0,0,0,2,0,4,1,0
1,15,2,0,0,0,3,1,2,0,0
1,3,3,0,0,0,0,0,3,0,0
1,23,0,2,1,0,9,1,8,2,0
1,6,0,0,0,0,0,0,4,1,0
1,2,3,0,0,0,2,0,9,2,1
1,10,0,0,0,0,9,0,7,2,1
1,7,4,0,0,0,7,0,8,2,0
1,31,0,0,0,0,3,0,1,0,0
0,4,3,0,0,0,0,0,5,1,0
1,3,0,0,0,0,0,0,2,0,1
0,9,0,0,0,0,3,0,8,2,1
1,14,0,0,0,0,4,0,6,1,1
1,32,0,0,0,0,4,1,4,1,0
0,5,0,0,0,0,0,1,2,0,0
1,16,2,0,0,0,0,1,3,0,0
1,17,0,0,0,0,1,1,3,0,0
1,7,0,0,0,1,4,0,4,1,1
0,15,2,0,0,0,2,0,4,1,1
1,7,5,0,0,0,1,1,3,0,1
1,12,3,0,0,0,0,1,0,0,0
1,24,4,0,0,0,0,1,1,0,0
0,11,2,0,0,0,11,0,9,2,1
0,14,0,0,0,0,6,0,3,0,1
1,6,5,0,0,0,5,0,5,1,0
1,34,0,0,0,0,3,0,0,0,0
0,8,2,0,0,0,3,1,2,0,0
1,13,2,0,0,0,2,0,2,0,1
1,20,3,0,0,0,0,0,0,0,0
1,29,2,0,0,0,2,1,0,0,0
1,7,0,0,0,0,5,0,6,1,0
0,12,2,0,0,0,0,0,4,1,0
1,2,0,0,0,0,0,1,9,2,1
0,11,0,0,0,0,2,0,9,2,0
1,6,1,0,0,0,0,0,2,0,0
1,13,2,0,0,0,0,0,3,0,0
0,36,2,0,0,0,12,0,1,0,0
0,19,2,0,0,0,1,1,2,0,0
1,25,3,0,0,0,0,1,1,0,1
1,31,2,0,0,0,8,0,5,1,1
0,15,0,0,0,0,1,0,1,0,0
1,2,0,0,0,0,1,0,8,2,0
1,24,0,0,0,0,0,1,0,0,0
1,26,2,0,0,0,0,0,1,0,1
1,10,0,0,0,0,5,0,5,1,1
1,14,0,0,0,0,4,0,5,1,1
1,10,0,0,0,0,7,0,6,1,1
1,20,2,0,0,0,0,0,3,0,0
1,20,0,0,0,0,3,0,3,0,0
1,3,2,0,0,0,1,0,3,0,0
0,16,0,0,0,0,0,1,2,0,0
1,3,2,0,0,0,1,0,5,1,1
1,18,0,0,0,0,1,0,7,2,1
1,11,0,0,0,0,0,1,1,0,1
1,16,0,0,0,1,3,0,5,1,1
1,20,0,0,0,0,1,1,1,0,0
1,18,2,0,0,0,0,0,0,0,0
1,14,3,0,0,0,0,1,1,0,0
1,5,0,0,0,0,0,1,8,2,0
1,29,2,0,0,0,0,1,0,0,0
1,2,0,0,0,0,0,0,2,0,0
0,7,0,0,0,0,2,0,7,2,1
1,17,0,0,0,0,0,1,0,0,0
0,12,2,0,0,0,1,0,2,0,0
0,10,2,0,0,0,1,1,3,0,0
1,12,2,0,0,0,2,1,7,2,1
0,27,2,0,0,0,3,1,2,0,0
1,6,0,0,0,0,2,1,4,1,1
1,4,0,0,0,0,0,0,8,2,0
1,2,5,0,7,1,8,0,9,2,1
0,24,0,0,0,0,0,1,0,0,1
1,6,0,1,1,0,8,0,8,2,1
1,22,3,0,0,0,0,1,0,0,0
1,9,5,0,0,0,1,0,3,0,0
1,42,0,0,0,0,12,0,2,0,0
1,15,0,0,0,0,6,1,4,1,0
1,16,0,0,0,0,2,1,3,0,1
1,6,2,0,0,0,4,1,7,2,0
1,9,0,0,0,0,0,1,1,0,1
1,11,0,1,1,1,4,0,9,2,1
1,3,2,1,0,1,1,0,6,1,1
1,14,3,0,0,0,0,1,0,0,0
1,12,2,0,0,0,10,0,4,1,1
0,24,2,0,0,0,0,0,0,0,1
1,14,0,0,0,0,1,0,3,0,0
1,9,5,0,0,0,0,0,0,0,0
1,12,2,0,0,0,3,1,3,0,0
1,4,0,0,0,0,1,0,2,0,1
1,2,2,0,0,0,0,1,9,2,1
1,39,2,0,0,0,0,1,1,0,0
1,33,2,0,0,0,3,0,0,0,1
1,3,0,0,0,0,0,0,3,0,0
1,4,0,0,0,0,0,0,4,1,0
1,17,0,0,0,0,4,0,7,2,1
0,36,2,0,0,0,1,0,1,0,0
1,40,2,0,0,0,2,0,2,0,0
0,14,2,0,0,0,0,0,0,0,1
0,21,0,0,0,0,22,0,5,1,1
1,12,2,0,0,0,9,1,5,1,1
1,2,0,0,0,0,0,0,9,2,1
1,22,5,0,0,0,0,1,0,0,0
0,27,2,0,0,0,5,1,1,0,0
1,13,0,0,0,0,4,0,2,0,1
